STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,CLIMATE_CHANGE_INDICATORS,Climate Change Indicators,GEO_PICT,Pacific Island Countries and territories,TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of measure,ERROR_TYPE,Error type,ERROR_VAL,Error value,REPORTING_TYPE,Reporting Type,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,NC,New Caledonia,2019,,474000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,NC,New Caledonia,2020,,80136,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,NC,New Caledonia,2021,,13825,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,NC,New Caledonia,2022,,138748,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,NC,New Caledonia,2023,,125097,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,NC,New Caledonia,2024,,59399,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,MH,Marshall Islands,2016,,6500,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,MH,Marshall Islands,2017,,7900,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,MH,Marshall Islands,2020,,2000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PF,French Polynesia,1995,,186000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PF,French Polynesia,1996,,184000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PF,French Polynesia,1997,,201000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PF,French Polynesia,1998,,211000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PF,French Polynesia,1999,,236000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PF,French Polynesia,2007,,243000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PF,French Polynesia,2008,,227000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PF,French Polynesia,2009,,190000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PF,French Polynesia,2010,,179000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PF,French Polynesia,2011,,196000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PF,French Polynesia,2012,,210000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PF,French Polynesia,2013,,214000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PF,French Polynesia,2014,,228000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PF,French Polynesia,2015,,239000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PF,French Polynesia,2016,,241000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PF,French Polynesia,2017,,254000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PF,French Polynesia,2018,,260000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PF,French Polynesia,2019,,282000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PF,French Polynesia,2020,,89000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PF,French Polynesia,2021,,95000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PF,French Polynesia,2022,,261400,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,TO,Tonga,1995,,33000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,TO,Tonga,1996,,31000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,TO,Tonga,1997,,29000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,TO,Tonga,1998,,35000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,TO,Tonga,1999,,44000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,TO,Tonga,2000,,43000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,TO,Tonga,2001,,38000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,TO,Tonga,2002,,45000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,TO,Tonga,2003,,51000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,TO,Tonga,2004,,51000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,TO,Tonga,2005,,60000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,TO,Tonga,2006,,54000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,TO,Tonga,2007,,65000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,TO,Tonga,2008,,65000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,TO,Tonga,2009,,74700,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,TO,Tonga,2010,,65000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,TO,Tonga,2011,,68400,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,TO,Tonga,2012,,57200,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,TO,Tonga,2013,,59700,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,TO,Tonga,2014,,65800,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,TO,Tonga,2015,,72600,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,TO,Tonga,2016,,86700,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,TO,Tonga,2017,,86600,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,TO,Tonga,2018,,77300,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,TO,Tonga,2019,,94000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,TO,Tonga,2020,,11500,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,TO,Tonga,2021,,200,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,TO,Tonga,2022,,22300,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,MP,Northern Mariana Islands,1995,,676000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,MP,Northern Mariana Islands,1996,,736000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,MP,Northern Mariana Islands,1997,,695000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,MP,Northern Mariana Islands,1998,,490000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,MP,Northern Mariana Islands,1999,,502000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,MP,Northern Mariana Islands,2000,,529000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,MP,Northern Mariana Islands,2001,,444000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,MP,Northern Mariana Islands,2002,,476000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,MP,Northern Mariana Islands,2003,,459000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,MP,Northern Mariana Islands,2004,,536000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,MP,Northern Mariana Islands,2005,,507000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,MP,Northern Mariana Islands,2006,,436000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,MP,Northern Mariana Islands,2007,,389000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,MP,Northern Mariana Islands,2008,,397000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,MP,Northern Mariana Islands,2009,,354000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,MP,Northern Mariana Islands,2010,,379000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,MP,Northern Mariana Islands,2011,,341000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,MP,Northern Mariana Islands,2012,,401000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,MP,Northern Mariana Islands,2013,,439000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,MP,Northern Mariana Islands,2014,,460000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,MP,Northern Mariana Islands,2015,,479000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,MP,Northern Mariana Islands,2016,,531000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,MP,Northern Mariana Islands,2017,,660000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,MP,Northern Mariana Islands,2018,,518000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,MP,Northern Mariana Islands,2019,,487000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,MP,Northern Mariana Islands,2020,,89000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,MP,Northern Mariana Islands,2021,,12700,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,MP,Northern Mariana Islands,2022,,96600,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,GU,Guam,2020,,328173,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,GU,Guam,2021,,79389,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,GU,Guam,2022,,326878,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,GU,Guam,2023,,656518,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,GU,Guam,2024,,739146,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,NU,Niue,2017,,11600,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,1995,,82000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,1996,,103000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,1997,,81000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,1998,,78000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,1999,,96000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2000,,106000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2001,,106000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2002,,99000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2003,,102000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2004,,99000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2005,,126000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2006,,154000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2007,,167000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2008,,196600,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2009,,225500,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2010,,237700,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2011,,248900,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2012,,321000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2013,,357000,,,,N,units,,,,,,,,
